Código;Item;Estoque;Reservas;Preço;Localização;Código Adicional 1;Código Adicional 2;Código Adicional 3;Código Adicional 4;Código Adicional 5
01327-41560W;SIL. CELTA 1.0/1.4 07 A JUNHO DE 2009 ;17.0;0.0;307.37;B/3-3;10663T;41560W;GM2618T;;1548N
01328-10674T;SIL. CORSA HATCH 07/... PONTEIRA P/BAIXO ;3.0;0.0;485.07;B/3 -1;10674T;41557W;GM2620T;;1536N
01328-41557W;SIL. CORSA HATCH 07/... PONTEIRA P/BAIXO;8.0;0.0;420.81;B/3 -1;10674T;41557W;GM2620T;;1536N
02002-19602T;INT. COROLLA/FILDER 1.8 16V 03/2008;1.0;0.0;615.3;D/8 *;19602T;70114W;TO5203M;;
01330-10665T;SIL. PRISMA 1.4 2006/2009   (FINO);1.0;0.0;425.22;B/A CIMA 4 ;10665T;41536W;GM2619T;;21703N
01330-41536W;SIL. PRISMA 1.4 2006/2009   (FINO);3.0;0.0;343.71;B/A CIMA 4 ;10665T;41536W;GM2619T;;21703N
01332-10738T;SIL. CELTA 1.0/1.4 JUNHO DE 09 A 2011;3.0;0.0;355.03;B/2 -4;10738T;41538W;GM2622T;;1546N
01332-41538W;SIL. CELTA 1.0/1.4 JUNHO DE 09 A 2011;17.0;0.0;310.36;B/2 -4;10738T;41538W;GM2622T;;1546N
01333-113A;SIL. D20 78 TURBO OCO;0.0;0.0;282.42;C/47 ;;;;;
01334-10675T;SIL. CORSA SEDAN 1.0/1.4/1.8 07/...FRENTE MONTANA ;4.0;0.0;515.25;A/6 - 3 *;10675T;41558W;GM2621T;;1537N
01334-41558W;SIL. CORSA SEDAN 1.0/1.4/1.8 07... FRENTE MONTANA;2.0;0.0;395.28;A/6 - 3 *;10675T;41558W;GM2621T;;1537N
01336-10734T;SIL. PRISMA 1.0/ 1.4 8V 09/ JUNHO/11  45mm int  ;2.0;0.0;460.0;C/21 *;10734T;41537W;GM2623T;;21702N
01336-41537W;SIL. PRISMA 1.0/1.4 8V 09 ATÉ JUNHO/11  (GROSSO);11.0;0.0;367.31;C/21 *;10734T;41537W;GM2623T;;21702N
10242T;SIL. KA 1.6 ROCAM 2008  KA 1.6 8V 2009/2013 ;1.0;0.0;465.24;C/63;10242T;51561W;;;
02006-19630T;INT. COROLLA 1.8 16V 09/ ;1.0;0.0;645.33;D/3;19630T;70116W;TO5205M;;
01339-41567W;SIL. AGILE 1.4 8V FLEX 09... C/PONTEIRA PRETA;6.0;0.0;348.59;C/63;10737T;41567W;GM2417T;;10723N
01340-10780T;SIL. CLASSIC 1.0 2010/... (INTERMED. SEM ABAFADOR);2.0;0.0;450.25;A/4 - 3;10780T;41568W;GM2625T;;1532N
01342-10755T;SIL. MONTANA 1.4 8V FLEX 2011...;1.0;0.0;595.65;A/5 - 3 ;;10755T;;;
01342-41569W;SIL. MONTANA 1.4 8V FLEX 2011.....;5.0;0.0;455.54;A/5  - 3;10755T;41569W;GM2847T;;1590N
01344-10742;SIL. VECTRA 2.0 2.4 GT/GTX 07/08 C/ FLANGE PONT.CR;1.0;0.0;692.35;C/72 *;10742T;41563W;GM2217T-GM2218T;;
01345-10779T;SIL. CELTA 1.0 JUNHO DE 2011/...;4.0;0.0;163.0;B/3 -5;10779T;41539W-NF;GM2626T;;1549N
01346-10786T;SIL. PRISMA 1.4  JUNHO DE 2011/... Ø 41mm int.;2.0;0.0;495.24;C/1 CIMA;10786T;41542W;GM2624T;;21710N
01348-10790T;SIL. PRISMA / ONIX /JOY1.0 8V 2012 / 2019;1.0;0.0;572.29;A/2 - CIMA;10790T;41561W;GM2628T;;
01349-10791T;SIL. PRISMA / ONIX 1.4 8V 2013/...(VEJA OBS);0.0;0.0;505.26;A/1 CIMA  ;10791T;41576SP;GM2632T;;
01349-41576W;SIL. PRISMA / ONIX 1.4 8V 2012/2019 (VEJA OBS );0.0;0.0;489.6;A/1 CIMA  ;10791T;41576SPWNF;GM2632T;;
02202-19380T-80139;INT. PEUGEOT PARTNER / BERLINGO 1.8;1.0;0.0;445.1;D/14;19380T;80139W;PG6506M;;
11766T-21551W;SIL. SIENA  1.0 1.3 1.4 FIRE FLEX 2005/... CX QUAD;3.0;0.0;568.05;;11765T;21551W;FT4422T;;
10910T;SIL. RENAULT SANDERO 1.0 1L 12V DOHC L3 2017/2020;1.0;0.0;712.77;A/6 - 1;10910T;;;;
01354;BROCA AÇO RAPIDO 14MM KALA;0.0;0.0;0.0;H-22;;;;;
DFX101--25;KIT 25 DISCO DISFLEX;5.0;0.0;0.0;H-22;;;;;
PO919;PORCA FLANGEADA SERRILHADA M8 PCT 10;38.0;0.0;0.0;H-22;;;;;
01358-10772T;SIL. COBALT 1.4 2011/...;1.0;0.0;620.31;A/4 CIMA ;10772T;41570W;GM2630T;;
01359-10792T;SIL. SPIN 1.8 8V 12... ;1.0;0.0;727.95;A/5-5;10792T-NF;41572W-NF;GM2629T;;
01361-41556W;SIL. CRUZE 1.8 16V HATCH 12/...INTEIRO;3.0;0.0;1150.4;SL/1;10775T+10784;41556W;;;
01362-41573SP;SIL. CRUZE 1.8 16V SEDAN 12/...INTEIRO;3.0;0.0;796.4;SL/1;10775T-SEM-TB-DE-SAIDA;41573SP-C-TUBO-DE-SAIDA;;;
01500-11178T;SIL. GOL 1.0 SPECIAL 02/03 FINO  S.RETA 39.1mm;2.0;0.0;450.25;A/6 - 1;11178T;61512;VW0406T;;1527N
02203-19375T;INT. CITROEN C3 1.4 8V/ 1.6 16V 03/12;2.0;0.0;480.47;G/5 ;19375T;80110W;CT6910M;;
01502-11172T;SIL. GOL POWER 1.0 8V/16V 02/... MEDIO 45mm;6.0;0.0;465.24;A/6-4;11172T;61530W;VW0467T;;1526N
01502-61530W;SIL. GOL POWER 1.0 8V/16V 02/... MEDIO 45mm;0.0;0.0;379.87;A/6-4;11172T;61530W;VW0455T;;1526N
01505A-61529W;SIL. SAVEIRO 1.6 1.8 99... LONGO;1.0;0.0;449.42;A/7 - 1;;61529W;VW0461T;;1589L
01507A-11150T;SIL. SAVEIRO 1.6 1.8 97... C/ 2 SUPORTES;1.0;0.0;465.24;B/5-3;11150T;61521W;VW0482T;;1589C
01507A-61521W;SIL. SAVEIRO 1.6 1.8 97... C/ 2 SUPORTES;3.0;0.0;311.01;B/5-3;11150T;61521W;VW0482T;;VW1589C
01520-VW0601T;SIL. VAN INCA VW GAS ;1.0;0.0;655.4;D/7 ;11141T;61501W;VW0601T;;
01524-11192T;SIL. GOL POWER/TREND 1.0 8V 01/05 42mm  S.CURVADA;4.0;0.0;453.1;B/5 -5;11192T;61518W;VW0407T;;1528N
10914T;INT. ONIX 1.0 L 12V DOHC 2020/.... HATCH;1.0;0.0;552.14;D/6;10914T;540191W-NF;;;
01526-11143T-61539;SIL. GOLF 1.6/ AUDI A3 99/...;1.0;0.0;666.82;A/2 - CIMA;11143T;61539W;VW0312T;;
01529-11145T;SIL. GOLF 1.8/2.0 99/... NEW/ BORA/ A3;1.0;0.0;745.38;C/27 ;11145T;61548W;VW0313T-VW0326T;;
02205-19302T;INT. CITROEN XSARA PICASSO 2.0 16V /06 S/FLANGE;2.0;0.0;189.9;F/7;;19302T;;;
01540-61557W;SIL. POLO SEDAN 1.6 02/...(VEJA 11181);0.0;0.0;740.4;A/1 CIMA  ;11182T;61557SP;VW0319T;;
01541-61556-11181;SIL. POLO HATCH/SEDAN 1.6 02/...;1.0;0.0;585.3;A/3 - 1 CIMA;;11181T;;;
01542-11198T;SIL. FOX/CROS/SPACEFOX 1.6  2003/...;4.0;0.0;580.29;A/4 - 2 ;11198T;61550W;VW0322T;;31702N
01542-61550W;SIL. FOX/CROS/SPACEFOX 1.6  2003/...;10.0;0.0;391.6;A/4 - 2 ;11358T;61569W;VW0325T;;31755N
KT200;Kit Borracha Coxim Escapamento Fiat Uno;5.0;0.0;364.33;A/7 ;;;;;
SA101;ABRAÇADEIRA TIGRE C/ PORCA E PARAFUSO ;62.0;0.0;17.75;;A301;;;;
SA102;ABRAÇADEIRA PEUGEOT 206/306/CLIO/C3/PICASSO  59MM;29.0;0.0;34.8;;A302;;;;
VB212;"ABRAÇADEIRA V BAND 2.1/2"" INOX 304 ( COMPLETA)";-6.0;0.0;135.0;;EL46-VBAND2.1-2;;;;
SA109;"ABRAÇADEIRA TIPO G 2.1/8"" REFORÇADA++";716.0;140.0;8.9;;A218;;;;
SA110;ABRAÇADEIRA TIPO G 1 3/4 REFORÇADA+;782.0;120.0;16.9;;A134;;;;
02206-19338T;INT. CITROEN XSARA PICASSO 1.6 16V 05..C/ FLANG;2.0;0.0;545.28;E/9 ;19338T;80106W;CT6911M;;
SA111;ABRAÇADEIRA TIPO G 1 7/8 REFORÇADA*;699.0;124.0;16.9;;A178;;;;
SA112;ABRAÇADEIRA TIPO G 2      REFORÇADA;5.0;0.0;16.9;;;;;;
SA113;ABRAÇADEIRA TIPO G 1 1/2  REFORÇADA;63.0;0.0;16.9;;;;;;
SA114;ABRAÇADEIRA TIPO G 2 1/2  REFORÇADA;-2.0;0.0;10.53;;A212;;;;
SA116;ABRAÇADEIRA TIPO G 2 5/8  REFORÇADA;87.0;0.0;21.0;;;;;;
SA117;ABRAÇADEIRA TIPO G 2 3/4  REFORÇADA;63.0;0.0;21.0;;;;;;
SA127;ABRAÇADEIRA FIAT/TODOS;31.0;0.0;45.61;;;;;;
SA128;ABRAÇADEIRA MERCEDES 3;-8.0;0.0;26.61;;;;;;
SA130;ABRAÇADEIRA MERCEDES 3 1/2;2.0;0.0;15.0;;;;;;
SA136;ABRAÇADEIRA MERCEDES 4 1/2;7.0;0.0;0.0;;;;;;
00611T;INT. JEEP TOYOTA CAB S/CAB LONGA 90/93;1.0;0.0;558.2;G/11;611T;70108W-NF;TO5004M;;
02210-19640T;INT. AIRCROSS 1.6 16V MEC / C3 PICASSO 1.6 16V 11;1.0;0.0;572.29;E/5;19640T;84105W-NF;CT6518M;;
SA144;ABRAÇADEIRA TIPO G 1 5/8  REFORÇADA;106.0;0.0;16.9;;;;;;
SA4003;BUJÃO DRENO DO CARTER LINHA  CITROÊN/PEUGEOT;8.0;0.0;9.0;;;;;;
SA4000;PROLONGADOR  UNIVERSAL EXTENSOR SONDA POLEGADA;27.0;0.0;140.0;;;;;;
131;BENGALA GOL A AR 1.3/1.6 DIANT. LE. C/PRÉ;5.0;0.0;166.44;;;;;;
132;BENGALA GOL A AR 1.3/1.6 DIANT. LD. C/PRÉ;3.0;0.0;220.44;;;;;;
00236-214B;BENGALA SEDAN  LADO DIREITO;7.0;0.0;100.05;TC;214B-215B;60402W;VW0105D-VW0110D;;
11347T;TUBO INT. FORD CARGO 1215/ SEM FREIO MOTOR  4;1.0;0.0;219.44;;;;;;
00681-795CT;"TUBO TERM. BOIADEIRO 4""";1.0;0.0;717.6;G/13;;;;;
00732T;SIL. CAM. MB 712/912 C/MIOLO TURBO;2.0;0.0;956.88;;;;;;
00774T;SIL. CAM. MB 608/709 88/97 C/MIOLO ASPIRADO;0.0;0.0;535.42;;;;;;
02212-19848T;INT. CITROEN C3 1.5 8V 2012/....;2.0;0.0;406.23;G/11;19848T;;CT6909E;;
11348;SIL. CAM WV 16170/16180/16210;1.0;0.0;1076.88;;;;;;
12029T;SIL. CAM. MB L1113 A L2220 TURBO 73/90;1.0;0.0;740.88;;;;;;
12293T-MB7205S;SIL. CAM. MB 1218/1418/1620 96/.....SAIDA LATERAL;1.0;0.0;883.2;SL/6;;;;;
19734T-ML;" TERM CURVO CAMINHAO CROM 4""X5""X225MM";0.0;0.0;456.6;;;;;;
12377T;SIL. CAM. MB 1620/1622/1718 eletronico;0.0;0.0;0.0;;;;;;
5206;CAT.  AUTOLATINA GOL PARATI VOYAGE@;1.0;0.0;595.35;H-08;16025T;65101SP;VWO111C;5206;10000OG
25101SP;CAT. UNO MILLE 92/93 UNO 1.5 92/96;0.0;0.0;2787.88;;10002OG;;;;
25102SP;CAT. UNO MILLE FLANGE 2 LADOS;0.0;0.0;0.0;H-13;10003OG;;;;
5612-T;CAT. PALIO SIENA STRADA 1.0 1.6 8V 16V C/SONDA;0.0;0.0;0.0;H-05 ;16613;25402SP;FT402SP;;10013
5509;CAT. GOL 1.0 2.0 MI KOMBI SANTANA PARATI BOQUINHA@;0.0;0.0;0.0;H-08;16107;66701;VW0405C;;10031OG
02401-19371T;INT. MITSUBISHI PAJERO TR4 03/07;1.0;0.0;430.66;C/111;19371T;80126W;DV6402M;;
65402SPW-16032T-ML;CAT. GOL 1.6 1.8 2.0 MI  PARATI SAVEIRO SANTANA ;0.0;0.0;0.0;H-13;10032OG;;;;10032
5331;CAT. CORSA WAGON 16V 97/02;1.0;0.0;0.0;H-22;16058;45104;GM2602C;;10039OG
5337;CAT. CORSA SEDAN 1.0/1.4/1.6 94/ 8V C/TB MOTOR;1.0;0.0;0.0;H-28;16604T;45801W;GM2601D;;10041OG
55303SP;CAT. FIESTA 1.0 ZETEC 99... C/ TB MOTOR ;0.0;0.0;0.0;;10046OG;;;;
10056OG;CAT. VECTRA 2.0 2.2 8V/16V MAR98... C/ TUBO MOTOR;0.0;0.0;0.0;;;;;;
10058OG;CAT. S-10 2.2 98/2000 CAB SIMPLES ;1.0;0.0;0.0;H-21;10058OG;;;;
05301;CAT. ASTRA/ZAFIRA COM TB MOTOR 8V 16V&;1.0;0.0;985.0;;47604SP;16605T;GM2403D;5301;10062OG
5611;CAT. PALIO SIENA 1.0 8V ...96/2000;1.0;0.0;0.0;H-24;16041;25701;FT4403D;;10076
16609T-67801SPW;CAT. GOL SPECIAL 1.0 AT 8V 98/05 C/ TB MOTOR;2.0;0.0;0.0;H-02;;;;;
5801-T;CAT. RENAULT CLIO 1.0 8V 99 16V 99/2012  C/ DUAS @;0.0;0.0;0.0;H-18;16606;97801SP;;;10091OG
02501-19452T;INT. HYUNDAI TUCSON 2.0 16V 05/08 /SPORTAGE 2.0 05;1.0;0.0;485.3;BA/24;19452T;80157W;HY6514M;;
55301SP;CAT. ESCORT ZETEC 1.6 99... C/TB MOTOR ;0.0;0.0;0.0;;10097OG;;;;
16031T;CAT. GOL 1.6 1.8 SANTANA 1.8 TOTALFLEX;0.0;0.0;0.0;;10100OG;;;;
65603SP;CAT. GOLF /  AUDI A3 1.6 99/2000 6 FUROS;0.0;0.0;0.0;H-03;10106OG;;;;
5900;CAT. PEUGEOT 206 1.0 16v 01/... C/TUBO MOTOR@;1.0;0.0;0.0;H-24;16621;85700;;;10122OG
5302;CAT. CELTA C/ TB 1.0 1.4 00/05 @;1.0;0.0;0.0;H-01;16607;45802;GM2613C;;10124OG
16608T-67804SPW;CAT. GOL 1.0 8V 2001... C/ TB  MOTOR 1 SONDA;1.0;0.0;656.28;H-02;10125OG;;;;
65901SPW;CAT. GOL POWER 1.0 16V JUN /02 ... C/ TB MOTOR;3.0;0.0;0.0;H-06;10126OG;;;;
HY7509C;CAT. HB 20 1.0 3 CIL ASPIRADO 20/22 GII SECUNDARI+;0.0;0.0;0.0;;16765T;;HY7509C;;
25904SP;CAT. PALIO/SIENA 1.3 8V MAIO 02/DEZ04 STRADA 04/04;0.0;0.0;0.0;SL/49 *;10140OG;;;;
25903SP;CAT. PALIO SIENA 1.0 1.3 16V MAI/2002...C/TB MOTOR;1.0;0.0;0.0;H-23;10141OG;;;;
02502-19507T;INT. HYUNDAI TUCSON 2.7 24V V6 05.../SPORTAGE;1.0;0.0;587.71;E/2;19507T;80177W;HY6513M;;
27801SPW;CAT. UNO FIRE 1.0 8V C/ TB MOTOR;1.0;0.0;0.0;H-25;10143OG;;;;
11556T-20133SP;ABAFADOR INTERMED BRAVA 1.6 16V 1.8 16V PRIMARIO;0.0;0.0;0.0;;11556T;20133SP;FT4610M;;
45606SP;CAT. CORSA SEDAN HATCH 1.0 8V 03/05 C/TB MOTOR;1.0;0.0;0.0;H-28;10165OG;16610T;GM2608C;5339;----------------
6008;CAT. S10 4.3 V6 DUPLA/EST / BLAZER 00/03 ;1.0;0.0;1150.0;H-28;16055;45426;GM2812C;---------;10166OG
A6420906052;FILTRO COMBUSTIVEL MERCEDES BENZ GL350 GLE350 3.0 ;0.0;0.0;0.0;SL/49;;;;;
5503;CAT. FOX 1.0 03/05 TOTAL FELX @;0.0;0.0;730.0;;16623TNF;167942;VW0320C;;
16603T;CAT. FOX/POLO/CROSS FOX 1.6 03... C/ FLEX;0.0;0.0;950.6;H-03;16603;16603T;VW0318C;67641SP;10177OG
5602;CAT. DOBLO 1.3 16V 2002/2006;1.0;0.0;0.0;H-28;16073;25403;FT4007C;;10180OG
25419SP;CAT. PALIO SIENA PALIO WEEK 1.6 16V 00..1.8;0.0;0.0;0.0;H-13;10181OG;;;;
55131SPW;CAT. FIESTA / ECOSPORT 1.0 ZETEC ASPIRADO 02...;0.0;0.0;0.0;;16647T;55131SP;FR3616C;10196OG;
02507-19411T;INT. HYUNDAI TUCSON 2.0 16V 2009...SPORTAGE 08/10;2.0;0.0;610.33;E/2;19411T;80178W;HY7515M;;
67803SP;CAT. GOL PARATI SAVEIRO 1.6 1.8  03/. C/ DUAS SOND;1.0;0.0;0.0;H-01;10209OG;;;;
47607SP;CAT. CORSA 1.8 8v 02/05;0.0;0.0;0.0;SL/49;10212OG;;;;
11842T;SIL. PALIO 1.0 EVO 12/14 zebra;0.0;0.0;0.0;;;;;;
27428SP-16815T;CAT. IDEA PALIO SIENA PALIO WEE 1.3 1.4 FLEX 05/08;1.0;0.0;0.0;H-08;10220OG;;;;
16724T;CAT. HONDA CITY 1.5  03/09  / FIT 1.4 8/15 09/14;0.0;0.0;0.0;SL/49;10237OG;17801SP;;;
5304-C;CAT. CORSA/IDEA/PUNTO/PALIO 1.8+;2.0;0.0;0.0;;16814T;47460;GM2607C;10100;
5613T;CAT. PALIO/SIENA 1.0 8V 2005 a ABR/2008  FIRE FLEX;1.0;0.0;0.0;H-11;10244OG;;;;
67953SP-16631T;CAT. KOMBI 1.4 FLEX 06/11-08 C/TB MOTOR  1 SONDA;1.0;0.0;0.0;H-06;10252OG;;;;
47630SP;CAT. MERIVA ATE 2005 (COLOCAR UNIVERSAL )16035;0.0;0.0;0.0;;10253OG;;;;
5504;CAT. FOX 1.0 FLEX 06 / 07 @;0.0;0.0;0.0;;16852T;167549;VW0329C;;
02509-HY7517M;INT. HYUNDAI I30/CW 2.0 16V 2010... ++;1.0;0.0;665.34;D/5;19670T;80186W;HY7517M;;
HY7508C;CAT. CRETA 1.6 16V 2016/2021 SECUNDARIO;0.0;0.0;0.0;ENC;;;;;
5635T;CAT. UNO FIRE FLEX E ECONOMY 1.0 8V 2006/2013@;1.0;0.0;903.42;H-24;16820T;127412W;FT4210C;;
25404SP;CAT. DOBLO 1.6 16V 2002/2003;0.0;0.0;0.0;C/84;10285OG;;;;
16710T-61954W;CAT. KOMBI 1.4 FLEX AGUA 2009/2013 2 SONDAS;1.0;0.0;0.0;H-02;10289OG;;;;
340T;SIL. UNO MILLE CX GRANDE 94/;0.0;0.0;0.0;;340T;;;;
47664SP-16831T;CAT. ASTRA/VECTRA/ZAFIRA 2.0 09... C/COLETOR;-1.0;0.0;1256.45;H-11;47664SPNF;16831T;GM2215C;5335;10298OG
16762T;CAT. HILUX  2.7  2009/20015 C/TUBO DO MOTOR;0.0;0.0;0.0;;10299OG;;;;
5533-B;CAT. GOL GV 09/17 FOX GOLF POLO 1.6 06 C/ COLETOR;3.0;0.0;846.0;H-07;16805T;167449;VW0324C;30100;
5538-16739T;CAT. GOL 1.0 8V GIV FLEX 06 C/TB MOTOR C/ 2 SONDAS;1.0;0.0;648.22;H-01;10304OG;;;;
5640T;CAT. FIORINO 1.3 FIRE FLEX 2007 ATE 2013 @;1.0;0.0;810.9;H-16;16821T;127452W;FT4211C;;
02511-HY7520M;INT. IX35 2.0 16V 2WD AUT/ MEC 2012/......;0.0;0.0;662.41;E/1;19826T;;HY7520M;;
5633;CAT. PALIO SIENA 1.0 8V FIRE FLEX MAIO 2008/20014;1.0;0.0;685.4;H-11;10317OG;;;;
16702T-197620W;CAT. LOGAN / SANDERO 1.0 16V 08..;1.0;0.0;0.0;H-18;5817;16702T;97620SP;RN6014C;10319OG
97622SPW-16704T;CAT. LOGAN/SANDERO/DUSTER 1.6 16V 08...;1.0;0.0;722.45;H-15;97622SP;16704T;RN6013C;5818;10320OG
5634T;CAT. PALIO/WEEK SIENA DOBLO 1.8 8V 2010/2011 ;1.0;0.0;1088.41;H-16;16819T;127460W;FT4426C;;
57458SP;CAT. FOCUS 2.0 8/16V 09/14 C/COLETOR;0.0;0.0;0.0;;10331OG;16842T;;;
01538;CONJ. SIL GOL SPECIAL ;0.0;0.0;0.0;G/1  ;10336OG;;;;
97621SPW-16703T;CAT. LOGAN 1.6 8v 08/17 SANDEIRO 08/14 DUSTER 2012;0.0;0.0;0.0;H-21;10339OG;;;;
5911-T;CAT. PEUGEOT 207 1.4 8V/16 16V 08/15 HOGGAR 10/14@;2.0;0.0;0.0;H-20;16713T;87476;PG6812C;;10343OG
5355T;Catalisador Fiesta Ecosport 2009/2014 Zetec Rocam;0.0;0.0;1240.21;H-12;16810T;157442W;FR3626C;50100;
57457SP-16828T;CAT. FOCUS 1.6 8/16V 09/2014... C/COLETOR;1.0;0.0;0.0;H-03;10360OG;;;;
10105SP;INT. HONDA CIVIC 1.6  92/96 EX/EXL;2.0;0.0;278.22;D/6;;10105W-NF;HO6208M-HO6210M;;
57537SP;CAT. ECOSPORT 2.0 16V 2010;0.0;0.0;0.0;;10390OG;;;;
5605T;CAT. PALIO /WEEKEND /STRADA 1.6 1.8 ETORK 2011/ ++;2.0;0.0;950.0;H-08;16858T;127463W;FT4429C;40120;10392OG
5303-C;CAT. COBALT/SPIN 2012/... 1.8 @;10.0;0.0;1050.0;H-05 ;16854T;47572SP;GM2618C;10120;
5631-T;CAT. PALIO/GRANSIENA/STRADA 1.4 8V  EVO 15/.. C/F@;0.0;0.0;0.0;H-16;16868T;27400SP;FT4430C;;10104OG
11787T;SIL. UNO MILLE CAIXA MEDIA;0.0;0.0;0.0;;10406OG;;;;
5616S;CAT. PALIO/IDEA/DOBLO 1.4 8V FIRE FLEX 09/14  S/FL;1.0;0.0;998.46;H-07;16844T;127445W;FT4427C;;
5307;CAT. CRUZE/SONIC 1.8 16V 2012/2016 @;1.0;0.0;0.0;H-10;16840;47573SP;GM2216C;;10420OG
10421OG;CAT. SPORTAGE 2.0 16V 2012...;0.0;0.0;0.0;;;;;;
5703T;CAT. HB20/PICANTO 1.0 12V ASPIRADO 2012/...&;1.0;0.0;999.0;G/17-1;16871;;;;
I500275899A2;"CAT. UNI. MT. ATÉ 5.9 AUTO FLUXO ENT/SAI 2.5""+";1.0;0.0;376.2;H-24;;;;;
02600-19504T;INT. KIA PICANTO 1.0 1.1 05/11;1.0;0.0;330.19;D/6;19504T;83101W;DV6605M;;
15413SP;CAT. HONDA CIVIC 1.6 16V 97/2000 LX;0.0;0.0;0.0;;;;;;
5702;CAT. HONDA CIVIC 1.7 16V 2001 a MAIO/2006;1.0;0.0;0.0;H-20;16822;15415;;;
6006;CAT. UNIVERSAL S/ FLANGE ATE 1.6 ;2.0;0.0;0.0;H-24;16028;15701;DV8014C;;
15401SP;CAT. UNIVERSAL S/ FLANGE 1.8 ATE 2.4;0.0;0.0;0.0;H-09;;;;;
16744T-RN6019C;CAT. RENAULT FLUENCE 2.0 16V 2011 A 2018 2 SONDAS;0.0;0.0;0.0;;16744T;SPNF;13787OG;;
ES200;ABAFADOR INOX 304 SAÍDA BLUE RETA;0.0;0.0;398.0;;P106-1;;;;
ES202;ABAFADOR INOX 304 SAÍDA BLUE CHANFRADA;-1.0;0.0;398.0;;P106-2;;;;
16100T-185778W;CAT. TUCSON 2.0 16V 2005/... SECUNDARIO;0.0;0.0;0.0;;;;;;
16701SP-;CAT. UNIVERSAL S/ FLANGE 1.0/1.4/1.2 ;0.0;0.0;0.0;;;;;;
16139T;CAT. LINEA 1.4 T-JET 2009/...... C/COLETOR;0.0;0.0;0.0;;;;;;
11081T-60133W;INT. GOLF 2.0 GLX/GTI 95/99;4.0;0.0;394.77;C/13;11081T;60133W;VW0307M-VW0308M;;
25901SP;CAT. PALIO/WEEKEN/SIENA– 1.0 8V 09-00 a 01;0.0;0.0;0.0;H-25;16611;;;;10235OG
66T;SIL. ESCORT GHIA 1.6 83/91 (TB POR BAIXO EIXO);0.0;0.0;422.4;C/2 CIMA;;;;;
220;TUBO MOTOR ;2.0;0.0;532.4;;;;;;
01818;TUBO INT. RENAULT TRAFFIC LONGO 92...;7.0;0.0;247.44;BA/25;;;;;
11909T;SIL. KWID 1.0 12V 2017;1.0;0.0;597.22;E/2;11909T;;;;
11092T-60132SP;INT. GOLF 1.8 GLX/GTI 97/99;0.0;0.0;424.4;C/13;11073T;60132W;VW0306M;;
11149T;SIL. SAVEIRO 1.6 97/2008 1.8 97/  ESPORTIVO;3.0;0.0;286.44;B/1-57;11149T;;;;
00160--VW0107T;SIL. VW SEDAN  S/PRE CX QUADRADA;0.0;0.0;638.8;C/76;11321TCXRED;;VW0107T;;
INATIVO4;TUBO RETO INATIVO 2.1/2 POL. X 2MT;0.0;0.0;237.66;;;;;;
INATIVO2;TUBO RETO INATIVO 1.5/8 X 2MT;2.0;0.0;246.66;;;;;;
GR015;SAPATA P/ APARELHO ALINHAMENTO 58MM*;10.0;0.0;152.0;;GR015;;;;
11442T-VW0408E-61282;TUBO INT. GOL  1.0 8V 2013/16  VOY GVI 2014/.. 50m;3.0;0.0;204.6;C/27 ;11442T;61282W;VW0408E;;
10234SP;SIL. ESPORTIVO GOL/VOYAGE 1.0  1.6 GV GVI C/SUPORT;0.0;0.0;435.4;C/13;;11370T;;;
00535-274T;SIL. ESPORTIVO GOL GTS 1.8 2.0  PONT DUPLA;1.0;0.0;422.42;B/1 -51;274T;;;;
TO5207M;INT. ETIOS HATCH 1.3/1.5 16V 2012/2015;1.0;0.0;650.0;BA/13;;;TO5207M;;
18060;SUPORTE UNIV P/ ADAPTAÇÃO GRD 27CM ;37.0;0.0;33.0;;SA839;;;;
18064;"FLANGE UNIV P/ ADAPTAÇÃO FURO DE  2"""" EXT.3.1/2"" ";16.0;0.0;33.0;;;;;;
18065;FLANGE UNIVERSAL;19.0;0.0;50.0;;;;;;
18649T-ML;BUCHA P/ SONDA LAMBDA UNIVERSAL (OBS);3.0;0.0;50.5;;;;;;
01814-92525W-NC;SIL. RENAULT LOGAN  - SAIDA RETA;0.0;0.0;488.25;A/5 - 2;19415T;91525W;RN6029T;;
SA3002;"TUBO PARA JUNÇÃO Ø 1.5/8""  x 100mnm 2 EXPANSÃO";0.0;0.0;72.96;;12346;;;;
SA3001;"TUBO PARA JUNÇÃO Ø 1.1/2"" x 100mm 2 EXPANSÃO";37.0;0.0;72.96;;12345;;;;
SA3003;"TUBO PARA JUNÇÃO Ø 1.3/4""  x 100mm 2 EXPANSÃO";2.0;0.0;80.18;;12347;;;;
SA3004;"TUBO PARA JUNÇÃO Ø 1.7/8""  x 100mm 2 EXPANSÃO";10.0;0.0;80.18;;12348;;;;
SA3005;"TUBO PARA JUNÇÃO Ø 2.1/4""  X 100mm 2 EXPANSÃO";32.0;0.0;94.81;;12350;;;;
SA3006;"TUBO PARA JUNÇÃO Ø 2.1/2"" x 100mm  2 EXPANSÃO";5.0;0.0;102.03;;12351;;;;
01625-21542W;SIL. SIENA 1.8 04.../GRANDSIENA 1.6 12 ;0.0;0.0;615.71;SL/38;11770T;21542W;FT4416T;;
SA3007;"TUBO PARA JUNÇÃO Ø  2 ""  x 100mm 2 EXPANSÃO";9.0;0.0;87.4;;12350;;;;
